ID,NameSubtext_lang,Description_lang,AuraDescription_lang
32332,,,
32338,,对目标造成$s1点火焰伤害。,
32339,,,
32353,,召唤一只奥术魔协助你作战，持续$d。,
32355,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
32356,变形,,
32357,变形,,
32359,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
32362,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
32363,,对一个敌人造成火焰伤害。,
32364,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
32365,,对附近的敌人造成冰霜伤害并将其冻结在原地，冻结效果最多可持续$d。,无法行动。
32366,,召唤一个虚空领域，对站在里面的敌人造成暗影伤害。,对范围内的敌人造成$s1点暗影伤害。
32367,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
32368,,,
32369,,对一个敌人造成火焰伤害。,
32370,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
32371,,,
32372,,,
32376,,击破敌人的护甲，每次破甲可以使其护甲值降低$s1点。可叠加最多5次。持续$d。,护甲值降低。
32384,,打开考尔奇的牢笼。,
32395,,,
32401,,次级治疗波的法术强度提高$s1点。,
32402,,回春术的法术强度提高$s1点。,
32403,,圣光闪现的法术强度提高$s1点。,
32414,,对一个敌人造成火焰伤害。,
32415,,对敌人造成奥术伤害，并在$d内造成额外伤害。,每$t1秒造成一次奥术伤害。
32416,,使目标因昏迷而无法移动或攻击，持续$d。,昏迷。
32417,,对目标造成暗影伤害，并使其移动速度降低，持续$d。,"在$d内受到持续的暗影伤害。
移动速度降低。"
32418,,给敌人施加痛苦的诅咒，使其每$t1秒受到一次暗影伤害，持续$d。对于一个目标，每个术士只能施加一种诅咒。,每$t1秒受到一次暗影伤害。
32423,,,
32428,,从敌人身上吸取$s1点生命值，并将其转移给施法者。,
32439,,,
32440,,,
32447,,,
32449,,法术强度提高$s1点。,
32450,,法术强度提高$s1点。,
32451,,法术强度提高$s1点。,
32452,,法术强度提高$s1点。,
32454,,,
32455,,,
32456,,,
32457,,,
32458,,,
32459,,,
32461,,,
32462,,,
32463,,,
32464,,,
32465,,,
32466,,,
32467,,,
32468,,,
32469,,,
32470,,,
32471,,,
32472,,,
32473,,,
32475,,,
32476,,,
32478,,,
32479,,,
32480,,,
32481,,,
32482,,,
32485,,,
32487,,,
32488,,,
32489,,,
32490,,,
32491,,对一个敌人造成火焰伤害。,
32493,,,
32494,,,
32495,,,
32496,,,
32497,,,
32498,,,
32499,,,
32500,,,
32501,,,
32502,,,
32503,,,
32550,,,
32553,,将生命值转化为法力值。,
32556,,使你的躲闪等级提高$s1。,
32560,,,
32563,,,
32564,,,
32566,,,
32567,,,
32568,,,
32569,,,
32570,,,
32571,,,
32572,,,
32573,,,
32584,,法术强度提高$s1点。,
32585,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
32587,,使你的格档几率提高$s1%，效果持续$d。最多只能格档$n次攻击。,格挡几率提高$s1%。
32588,,野蛮的攻击，对目标造成武器伤害，并使其昏迷$d。,昏迷。
32589,,,
32592,,驱散半径$32375a1码范围内的魔法，从每个友方目标身上移除$32375s1个有害魔法效果，从每个敌方目标身上移除$32375s1个增益魔法效果。可以影响最多$32375i个友方目标和$32375i个敌方目标。这种驱散法术非常强大，可以移除通常无法被驱散的法术。,
32595,,立即为友方目标加上魔法护盾，可吸收$s1点物理或魔法伤害，最多持续$d。只要护盾存在，受保护者的施法就不会被物理攻击打断。,吸收物理和魔法伤害。
32599,,降低你对周围半径$a1码范围内的敌人的威胁值，降低它们攻击你的几率。,
32603,,下落速度降低，持续$d。,能量之泉使你的下落速度降低了......
32604,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
32605,,,
32606,,,
32607,,法术强度提高$s2点，持续$d。,法术强度提高$s2点。
32610,,,你携带着旗帜。
32614,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
32615,,使施法者进入潜行状态，效果一直持续，直到取消。,潜行。
32616,,,
32622,,,
32623,,,
32633,,,
32636,,,移动速度提高$s1%。
32637,,,
32638,,,
32639,,,
32640,,,
32641,,降低你对周围半径$a1码范围内的敌人的威胁值，降低它们攻击你的几率。,
32643,,,目标每$t1秒受到$s1点自然伤害。
32647,,对敌人造成自然伤害。,
32648,,,
32654,,使目标因昏迷而无法移动或攻击，持续$d。,昏迷。
32655,,,
32656,,,
32657,,,
32664,,,
32686,,,每$t1秒造成$s1点伤害。
32691,,反制敌人的法术，使其在$d内无法施放该法术。产生很高的威胁值。,
32692,,,
32694,,奥术法术强度提高$s1点。,
32695,,火焰法术强度提高$s1点。,
32696,,自然法术强度提高$s1点。,
32697,,暗影法术强度提高$s1点。,
32698,,冰霜法术强度提高$s1点。,
32705,,每5秒恢复$s1点法力值。,
32706,,法术强度提高$s1点。,
32708,,,
32709,,使目标因恐惧而逃跑，持续$d，并对其造成$s1点暗影伤害，所有伤害都被用来治疗施法者。,惊骇。
32710,,攻击强度提高$s1点。,
32711,,对附近的敌人造成暗影伤害。,
32712,,对附近的敌人造成暗影伤害。,
32716,,每$t1秒对敌人造成一次物理伤害，持续$d。,每$t1秒受到一次物理伤害。
32720,,,
32724,,,
32725,,,
32731,,使施法者获得$s1次额外的攻击机会。,
32733,,在受到物理攻击时所承受的伤害提高$s1点，持续$d。,受到物理攻击时所承受的伤害提高$s1点。
32736,,对目标造成$s1%的武器伤害并使其受伤，任何对其使用的治疗技能效果减弱$s2%，持续$d。,治疗效果降低$s2%。
32742,,立即造成$s1点暗影伤害，但是这些的害会在$25572t秒之后开始自动恢复。,暂时性的伤害。
32745,,,
32750,,,
32751,,为盟友施加火焰之盾，每$t1秒对施法者周围的所有敌人造成$3055s1点火焰伤害，持续$d。,每$t1秒对周围的敌人造成$3055s1点火焰伤害。
32754,,,
32760,,,
32769,,使用神圣的力量治疗盟友。,
32774,,向目标投掷神圣之盾，对其造成$s1点神圣伤害并使其眩晕，然后跳转攻击下一个附近的目标。最多可攻击$x1个目标。,眩晕。
32778,,,
32779,,使附近所有敌人陷入冥想状态，瘫痪$d。受到伤害将打断这个效果。,瘫痪。
32783,,,
32784,,投掷一颗炸弹。,
32785,,,昏迷。
32786,,,
32787,,每秒为主人恢复$s1点生命值。,每秒恢复$s1点生命值。
32788,,每秒为主人恢复$s1点生命值。,每秒恢复$s1点生命值。
32790,,每秒为主人恢复$s1点生命值。,每秒恢复$s1点生命值。
32791,,每秒为主人恢复$s1点生命值。,每秒恢复$s1点生命值。
32792,,每秒为主人恢复$s1点生命值。,每秒恢复$s1点生命值。
32793,,使你的法术爆击等级提高$s1。,
32794,,使你的法术爆击等级提高$s1。,
32795,,使你的法术爆击等级提高$s1。,
32797,"等级 6",,
32801,,,
32807,,,
32808,,,
32809,,,
32810,,,
32811,,施法者进入隐形状态，直到隐形效果被取消。,隐形。
32814,,,
32826,"等级 1",,
32832,,,
32835,,,
32838,"等级 1",使用远程武器攻击目标。,
32839,,,
32840,,,
32842,,,
32848,,恢复$s1点法力值.,
32854,,召唤一个幽灵帮助施法者作战，持续$d。脱离战斗状态之后幽灵消失。,
32855,,召唤一个幽灵帮助施法者作战，持续$d。脱离战斗状态之后幽灵消失。,
32856,,召唤一个幽灵帮助施法者作战，持续$d。脱离战斗状态之后幽灵消失。,
32857,,召唤一个幽灵帮助施法者作战，持续$d。脱离战斗状态之后幽灵消失。,
32864,,使目标昏迷$d。,昏迷。
32866,,,
32867,,,
32868,,,
32869,,,
32870,,,
32871,,,
32872,,,
32873,,,
32874,,,
32886,,使一位盟友的攻击速度提高$s1%，持续$d。,攻击速度提高$s1%。
32894,,匕首技能等级提高$s1。,
32896,,,
32897,,向附近的敌人射出可抽取法力值的箭，每抽取1点法力值，目标就受到$e1点伤害。,
32899,,,
32900,,,
32901,,每$t1秒对敌人造成一次物理伤害，持续$d。,每$t1秒受到一次物理伤害。
32907,,以奥术魔法冲击敌人，将其击退并造成普通伤害外加$s2点伤害。,
32912,,,
32915,,对敌人造成近战伤害。,
32916,,对目标和它身边最近的敌人造成你的武器伤害再加$s1点伤害，最多可影响$x1个目标。,
32919,,下一次攻击的伤害提高$s1点。,
32921,,使敌人的攻击间隔延长$s1%，移动速度降低$s2%，持续$d。,"攻击间隔延长$s1%。
移动速度降低$s2%。"
32922,,使敌人的攻击间隔延长$s1%，移动速度降低$s2%，持续$d。,"攻击间隔延长$s1%。
移动速度降低$s2%。"
32925,,法术强度提高$s2点，持续$d。,法术强度提高$s2点。
32927,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
32928,,,
32929,,,
32930,,,
32933,,,
32934,,,你不该来这里......
32935,,以奥术魔法冲击敌人，将其击退并造成普通伤害外加$s2点伤害。,
32937,,将施法者传送到正前方20码的位置，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
32943,,使施法者隐形，持续$d。,隐形。
32944,,,
32945,,,
32946,,剑类武器技能等级提高$s1。,
32948,,,
32951,,,
32952,,治疗施法者。,
32954,,剑类武器技能等级提高$s1。,
32955,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
32956,,法术强度提高$s2点，持续$d。,法术强度提高$s2点。
32957,,防御等级提高$s1，持续$d。,防御等级提高$s1。
32959,,对敌人造成普通伤害外加$s1点伤害，并将其击退。,
32961,,,
32962,,撕咬目标，对其造成物理伤害。,
32963,,向附近的敌人射出多支暗影箭，对它们造成暗影伤害。,
32966,,,
32967,,立刻用火焰燃烧目标，并继续对其每$t2秒造成一次额外的火焰伤害，持续$d。,每$t2秒受到一次火焰伤害。
32969,,,
32970,,,
32971,,每$t1秒对敌人造成$s1点自然伤害，持续$d。,每$t1秒造成$s1点自然伤害。
32974,"等级 1",,
32976,"等级 1",,
32982,,召唤一个火元素图腾，它可以召唤出大型火元素攻击敌人。持续$d。,
32984,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
32988,,,
32989,,,
32990,"等级 1",,
32991,"等级 1",,
32992,"等级 1",,
32993,"等级 1",,
32994,,,
32995,,,
33002,,,
33006,,,
33010,,,
33013,,恢复$s1点法力值。,恢复$1s点法力值。
33016,,,
33021,,法术强度提高$s1点。,
33022,,法术强度提高$s1点。,
33024,,法术强度提高$s1点。,
33025,,法术强度提高$s1点。,
33026,,法术强度提高$s1点。,
33027,,法术强度提高$s1点。,
33028,,法术强度提高$s1点。,
33029,,法术强度提高$s1点。,
33030,,法术强度提高$s1点。,
33031,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
33032,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33033,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33034,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33035,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33036,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33037,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33038,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33039,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33040,,,
33047,,,移动速度降低$s2%。
33048,,,
33049,,,
33051,,对一个敌人造成火焰伤害。,
33055,,,
33056,,,
33059,,,
33061,,施法者放出一道火焰冲击波，所有被冲击波触及的敌人都会受到火焰伤害，同时降低移动速度，持续$d。,移动速度降低。
33062,,,
33064,,,
33069,,将玩家传送到幽暗城。,
33070,,,
33073,"等级 5",以神圣能量冲击目标，对一个敌人造成$33073s1点神圣伤害，或者为一个友方目标恢复$33074s1点生命值。,
33074,"等级 5",以神圣能量冲击目标，对一个敌人造成$33073s1点神圣伤害，或者为一个友方目标恢复$33074s1点生命值。,
33078,"等级 5",使目标的智力提高$s1点，持续$d。,智力提高$s1点。
33083,,斧类武器技能等级提高$s1。,
33085,,法术强度提高$s1点。,
33087,,使你的法术穿透提高$s1。,
33088,,使你的盾牌格挡值提高$s1点。,
33090,,,
33093,,法术强度提高$s1点。,
33094,,法术强度提高$s1点。,
33097,,法术强度提高$s1点。,
33098,QASpell,,
33099,,法术强度提高$s1点。,
33101,,法术强度提高$s1点。,
33102,,法术强度提高$s1点。,
33103,,法术强度提高$s1点。,
33104,,法术强度提高$s1点。,
33105,,法术强度提高$s1点。,
33106,,法术强度提高$s1点。,
33107,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33108,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33109,,拳套武器技能等级提高$s1。,
33112,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33113,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33114,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33115,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33116,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33117,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33118,,法术强度提高$s1点。,
33119,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33120,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33123,,法术强度提高$s1点。,
33124,,法术强度提高$s1点。,
33125,,,
33130,,使目标因恐惧而逃跑，持续$d，并对其造成$s1点暗影伤害，所有伤害都被用来治疗施法者。,惊骇。
33132,,对附近的敌人造成火焰伤害。,
33133,,,
33135,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33136,,法术强度提高$s1点。,
33138,,法术强度提高$s1点。,
33139,,法术强度提高$s1点。,
33140,,法术强度提高$s1点。,
33141,,法术强度提高$s1点。,
33144,,使用神圣的力量治疗盟友。,
33148,,法术强度提高$s1点。,
33149,,法术强度提高$s1点。,
33152,,召唤神圣魔法的能量治疗附近所有的队友。,
33163,,法术强度提高$s1点。,
33164,,法术强度提高$s1点。,
33165,,法术强度提高$s1点。,
53599,,,
33166,,法术强度提高$s1点。,
33168,,法术强度提高$s1点。,
33169,,法术强度提高$s1点。,
33170,,法术强度提高$s1点。,
33176,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33177,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33178,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33179,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33181,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33183,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33184,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33185,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33187,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33188,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33207,,,
33208,,,
33209,,,
33227,,,
33230,,对敌人造成普通武器伤害再加上$s1点额外伤害，并将其击退。,
33233,,法术强度提高$s1点。,
33234,,,
33235,,,
33236,,法术强度提高$s1点。,
33237,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成$s1点奥术伤害。,
33240,,,昏迷。
33241,,,昏迷。
33250,,法术强度提高$s1点。,
33254,,耐力和精神提高$s1点。持续$d。,耐力和精神提高$s1点。
33267,,法术强度提高$s1点。,
33268,,法术强度提高$s1点，精神提高$s2点，持续$d。,法术强度提高$s1点，精神提高$s2点。
33270,,,
33271,,,
33273,,法术强度提高$s1点。,
33274,,使你的盾牌格挡值提高$s1点。,
33275,,法术强度提高$s1点。,
33276,,,
33277,,,
33278,,,
33279,,,
33283,,,
33284,,,
33285,,,
33286,,,
33287,,,
33288,,,
33289,,,
33290,,,
33291,,,
33292,,,
33293,,,
33294,,,
33295,,,
33296,,,
33316,,,
33322,,,
33323,,,
33324,,使用神圣的力量治疗盟友。,
33327,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33328,,法术强度提高$s1点。,
33331,,摩摩尔立即杀死目标。,
33334,,,
33335,,向目标射出一支暗影箭，对其造成暗影伤害。,
33337,,,
33338,,,
33339,,,
33340,,,
33341,,,
33342,,,
33343,,,
33344,,,
33345,,,
33346,,,
33356,,,
33360,QASpell,,
33365,,,
33372,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
33373,,恢复$s1点生命值。,
33383,,,
33384,,,被魅惑。
33385,,向附近的敌人射出可抽取法力值的箭，每抽取1点法力值，目标就受到$e1点伤害。,
33386,,匕首技能等级提高$s1。,
33387,,使用神圣的力量治疗盟友。,
33388,初级,,
33391,中级,,
33393,,,
33394,,恢复$s1点法力值。,
33397,,,
33398,,,
33400,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
33402,,,
33403,,,
33404,,,
33409,,,
33410,,,
33411,,,
33412,,,
33413,,,
33414,,,
33415,,,
33416,,,
33417,,对一个敌人造成火焰伤害。,
33418,,召唤持续$d的暴风雪，对指定区域内的所有敌人每$t1秒造成$s1点冰霜伤害。,
33419,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
33421,,,
33423,,,
33424,,,
33425,,,
33426,,,
33427,,,
33428,,,
33429,,,
33430,,,
33431,,,
33432,,,
33433,,,
33434,,,
33435,,,
33436,,,
33437,,,
33438,,,
33439,,,
33440,,,
33441,,,
33442,,,
33443,,,
33444,,,
33445,,,
33446,,,
33447,,,
33448,,,
33449,,,
33450,,,
33451,,,
33452,,召唤一根火柱，灼烧指定区域内的所有敌人，并对它们每$t2秒造成一次额外伤害，持续$d。,每$t2秒受到一次火焰伤害。
33453,,,
33454,,,
33455,,,
33456,,,
33457,,,
33458,,,
33459,,,
33462,,向目标射出魔法箭，对其造成奥术伤害。,
33464,,,
33465,,,
33466,,,
33467,,,
33468,,,
33469,,,
33470,,,
33471,,,
33472,,,
33473,,,
33474,,,
33475,,,
33476,,,
33477,,,
33479,,护甲提高$s1点，持续$d。,提高护甲值。
33484,,法术强度提高$s1点。,
33485,,攻击强度提高$s1点。,
33486,,降低你对周围半径$a1码范围内的敌人的威胁值，降低它们攻击你的几率。,
33488,,"+$s1 武器伤害。",
33489,,使你的急速等级提高$s1，持续$d1。,攻击速度提高。
33490,,法术强度提高$s1点。,
33491,,使你的法术穿透提高$s1。,
33494,,,
33496,,,
33498,,匕首技能等级提高$s1。,
33501,,对附近的敌人造成暗影伤害。,
33504,,,
33508,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
33512,,,
33513,,,
33526,,对一名敌人造成$s1点火焰伤害并使其受到的火焰伤害提高$s2点，持续$d。,受到的火焰伤害提高$s2点。
33533,,,
33535,,,
33536,,,
33537,,,
33538,,,
33539,,,
33540,,,
33541,,,
33542,,对敌人造成近战伤害。,
33543,,,
33545,,,
33548,,将施法者传送到正前方，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
33549,,将施法者传送到正前方，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
33550,,将施法者传送到正前方，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
33552,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
33553,,向目标射出魔法箭，对其造成奥术伤害。,
33554,,审判敌人，造成$s1点神圣伤害。,
33556,,大地震击、烈焰震击和冰霜震击的法术强度提高$s1点。,
33559,,将圣洁的能量灌入圣骑士脚下的土地，在$d内对进入该区域的所有敌人造成$o1点神圣伤害。,每$t1秒$s1点伤害。
33561,"等级 1",,
33562,"等级 1",,
33564,,使附近所有友方目标的攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
33565,,使你的爪击和斜掠技能的伤害提高$s1点。,
33566,,,
33569,,,
33571,,,所有属性提高$s1点。
33582,,,
33583,,,
33584,,,
33585,,,
33586,,,
33587,,,
33589,"等级 1",使你的法术强度提高，数值相当于你的智力总值的$s1%。,
33590,"等级 2",使你的法术强度提高，数值相当于你的智力总值的$s1%。,
33591,"等级 3",使你的法术强度提高，数值相当于你的智力总值的$s1%。,
33617,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
33618,,,
33622,,,
33623,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
33624,,召唤持续$d的暴风雪，对指定区域内的所有敌人每$t1秒造成$s1点冰霜伤害。,
33626,,对敌人造成近战伤害。,
33627,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
33630,,召唤或解散一只可供骑乘的蓝色机械陆行鸟。,$?j1g[地面移动速度提高$j1g%。][]$?j1f[飞行速度提高$j1f%。][]$?j1s[游泳速度提高$j1s%。][]
33633,,使$a1码内所有友方生物获得$s1点额外护甲值和$s2点额外魔法抗性。,"护甲值提高$s1点。
法术抗性提高$s2点。"
33634,,召唤持续$d的暴风雪，对指定区域内的所有敌人每$t1秒造成$s1点冰霜伤害。,
33637,,,昏迷。
33638,,法术强度提高$s1点。,
33640,,,
33641,,使用神圣的力量治疗盟友。,
33643,,向敌人射出一支闪电箭，这支闪电箭会在击中目标后继续攻击它周围最近的敌人，最多可攻击$x1个目标，每次击中都会造成更高的自然伤害。,
33649,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
33650,,每$t1秒烧灼邻近的敌人，造成$31303s1点火焰伤害。,每$t1秒对附近的敌人造成$31303s1点火焰伤害。
33651,,燃烧周围的敌人，对其造成周期性的$s1点火焰伤害。,
33659,,,
33662,,法术强度提高$s2点，持续$d。,法术强度提高$s2点。
33663,,召唤一个土元素图腾，它可以召唤出大型土元素攻击敌人。持续$d。,
33665,,向敌人射出一支闪电箭，这支闪电箭会在击中目标后继续攻击它周围最近的敌人，最多可攻击$x1个目标，对每个成功击中的目标造成递增的自然伤害。,
33667,,攻击强度提高$s1点，持续$d。,攻击强度提高$s1点。
33669,,,
33671,,粉碎所有变成石头的敌人，并让它们旁边的敌人也受到伤害，伤害严重程度因为这些敌人距离石头的远近而有所不同。,
33675,,,
33679,,从扭曲虚空中召来一颗流星，对其着陆区域的所有敌人造成$22699s1点火焰伤害，并使它们昏迷$20310d。一个巨大的地狱火恶魔将从着陆点出现，并被施法者控制$20882d。如果控制失效，则施法者必须征服地狱火才能继续指挥它。只能在户外使用。,
33708,,,
33710,,,
33712,,,
33713,,,
33716,,,
33721,,法术强度提高$s1点，持续$d。战斗药剂。,法术强度提高$s1点。战斗药剂。
33725,,在$d内恢复总计$o1点生命值，进食时必须保持坐姿。,每秒恢复$/5;s1点生命值。
33728,,,
33729,,,
33732,,,
33733,,,
33738,,,
33740,,,
33741,,,
33742,,在军团感应器上放置炸弹。,
33743,,恢复$s1点法力值。,
33744,,向燃烧军团传送器投掷超级炸弹。,
53603,,,
33750,,以风的力量加强萨满祭司的武器，每次击中敌人都有20%的几率令你获得附加伤害，数值相当于2次攻击强度提高了的近战攻击。风怒效果持续30分钟。,
33757,"等级 1",,
33760,,,
33768,,,
33772,,在$26260d内恢复$26260o1点生命值和$26261o2法力值。进食时必须保持坐姿。,每秒恢复$/5;s1点生命值和$/5;s2点法力值。
33773,,,每秒回复$/5;s1点生命值。
33774,,,每秒回复$/5;s2点法力值。
33775,,对附近的敌人造成火焰伤害。,
33780,,每5秒恢复$s1点法力值。,
33781,,对目标造成普通武器伤害再加上$s1点伤害，并使其昏迷$d。,昏迷。
33782,,攻击强度提高$s1点。,
33784,,法术强度提高$s1点。,
33785,,法术强度提高$s1点。,
33787,,使敌人的攻击间隔延长$s2%，移动速度降低$s1%，力量降低$s3%，持续$d。,"移动速度降低$s1%。
攻击间隔延长$s2%。
力量降低$s3%。"
33788,,,
33789,,向附近的敌人发出怒吼，使它们因恐惧而逃跑，持续$d。,恐惧。
33790,,威胁值降低$s1%。,
33793,,对一个敌人造成火焰伤害。,
33794,,对一个敌人造成火焰伤害。,
33796,"等级 1",使用远程武器攻击目标。,
33798,,法术强度提高$s1点。,
33799,,,
33800,,,
33804,,召唤一道火焰波攻击其行进路线上的敌人。,
33805,"等级 1",使用远程武器攻击目标。,
33806,"等级 1",使用远程武器攻击目标。,
33808,"等级 1",使用远程武器攻击目标。,
33809,,,
33811,,使施法者的攻击速度提高$s2%，对敌人造成的物理伤害提高$s1点，持续$d。,"物理伤害能力提高$s1点。
攻击速度提高$s2%。"
33814,,,昏迷。
33816,,火焰法术强度提高$s1点。,
33817,,奥术法术强度提高$s1点。,
33818,,冰霜法术强度提高$s1点。,
33819,,暗影法术强度提高$s1点。,
33820,,法术强度提高$s1点。,
33821,,法术强度提高$s1点。,
33822,"等级 1",使用远程武器攻击目标。,
33825,,,
33826,,,
33827,,,
33828,,为自己恢复$s1点生命值。,
33829,,使敌人因为极度的恐惧而奔逃，最多持续$d。在同一时间内，只有1个敌人会被你的恐惧术影响。,因恐惧而逃跑。
33832,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
33833,,向目标射出魔法箭，对其造成奥术伤害。,
33837,,,
33841,,向附近的敌人射出多支暗影箭，对它们造成暗影伤害。,
33844,,用根须将敌人缠住，每$t2秒对其造成一次自然伤害，并使其无法移动，最多持续$d。,"无法移动。
每$t2秒受到一次自然伤害。"
33846,,对附近的敌人造成暗影伤害。,
33848,,,
33854,,,
33860,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
33862,,,
33865,,每$t1秒对敌人造成一次物理伤害，持续$d。,每$t1秒受到一次物理伤害。
33898,,使施法者的攻击速度提高$s2%，对敌人造成的物理伤害提高$s1点，持续$d。,"物理伤害能力提高$s1点。
攻击速度提高$s2%。"
33899,,,
33900,,,
33904,,,
33905,,,
33906,,,
33910,,使用神圣的力量治疗盟友。,
33911,,击破敌人的护甲，每次破甲可以使其护甲值降低。可叠加最多5次。持续$d。,护甲值降低。
33912,,每$t1秒对敌人造成一次物理伤害，持续$d。,每$t1秒受到一次物理伤害。
33915,,,
33918,,,
33924,,使敌人因为极度的恐惧而奔逃，最多持续$d。在同一时间内，只有1个敌人会被你的恐惧术影响。,因恐惧而逃跑。
33926,,恢复$s1点法力值。,恢复$1s点法力值。
33928,,,
33930,,,
33937,,,昏迷。
33947,"等级 6",,
33948,被动,,
33950,变形,,
33954,,,
33955,,,
33958,,使施法者的攻击速度提高$s1%，持续$d。,攻击速度提高$s1%。
33959,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
33961,,举起你的盾牌，反射下一个施放在你身上的法术，持续$d。,反射法术。
33970,,向敌人冲锋，对目标和它周围的盟友造成$s3点伤害，并将它们击退。,
33971,,向敌人冲锋，对目标和它周围的盟友造成$s3点伤害，并将它们击退。,
33972,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
33974,,使用反能量箭攻击敌人，命中后最多吸收$s1点法力值。反能量箭每吸收1点法力值，目标会受到$e1点伤害。,
33975,,对敌人造成火焰伤害，并继续造成每$t2秒一次的额外伤害，持续$d。,每$t2秒受到一次火焰伤害。
33977,,,
33978,,,
33985,,,
33988,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
33989,,向目标射出魔法箭，对其造成奥术伤害。,
34000,,法术强度提高$s2点，持续$d。,法术强度提高$s2点。
34010,,永久性地为一把近战武器附魔，使其获得法术强度提高40点的效果。该装备等级不得低于35级。,
34011,,,
34012,,,
34013,,,
34014,,对敌人造成普通武器伤害再加上$s1点额外伤害，并将其击退。,
